,state,public_health,phone_number
2353,NY,Broome County Health Department,16077782802
2354,NY,Cattaraugus County Health Department,17167013419
2355,NY,Cayuga County Department of Health and Human Services,13152531560
2356,NY,Chautauqua County Health Department,17167534590
2357,NY,Chemung County Health Department,16077372868
2358,NY,Chenango County Public Health,16073371650
2359,NY,Clinton County Department of Public Health,15185654840
2360,NY,Columbia County Department of Health,15188283358
2361,NY,Cortland County Health Department,16077535135
2362,NY,Delaware County Public Health Services,16078325154
2363,NY,Dutchess County Department of Behavioral and Community Health,18454863432
2364,NY,Erie County Department of Health,17168586976
2365,NY,Essex County Public Health Department,15188733515
2366,NY,Franklin County Public Health Services,15184811710
2367,NY,Fulton County Public Health Department,15187365720
2368,NY,Genesee County Health Department,158534425805555
2369,NY,Greene County Public Health Department,15187193630
2370,NY,Hamilton County Public Health Nursing Service,15186486497
2371,NY,Herkimer County Public Health Nursing Service,13158671176
2372,NY,Jefferson County Public Health Service,13157863710
2373,NY,Lewis County Public Health Agency,13153765453
2374,NY,Livingston County Department of Health,15852437270
2375,NY,Madison County Health Department,13153662361
2376,NY,Monroe County Department of Public Health,15857532989
2377,NY,Montgomery County Public Health,15188533531
2378,NY,Nassau County Department of Health,15162279500
2379,NY,New York City Department of Health and Mental Hygiene,13473964131
2380,NY,Niagara County Health Department,17164397435
2381,NY,Oneida County Health Department,13157985220
2382,NY,Onondaga County Health Department,13154353155
2383,NY,Ontario County Public Health,15853964343
2384,NY,Orange County Department of Health,18452912332
2385,NY,Orleans County Health Department,15855893250
2386,NY,Oswego County Health Department,13153493540
2387,NY,Otsego County Department of Health,16075474230
2388,NY,Putnam County Health Department,18458081390
2389,NY,Rensselaer County Health Department,15182702626
2390,NY,Rockland County Department of Health,18453642512
2391,NY,Saratoga County Public Health Nursing Services,151858474608333
2392,NY,Schenectady County Public Health Services,15183862810
2393,NY,Schoharie County Health Department,15182958365
2394,NY,Schuyler County Public Health,16075358140
2395,NY,Seneca County Health Department,13155391925
2396,NY,St. Lawrence County Health Department,13153862325
2397,NY,Steuben County Public Health ,16076642438
2398,NY,Suffolk County Department of Health Services,16318540100
2399,NY,Sullivan County Public Health Services,184529259102179
2400,NY,Tioga County Health Department,16076878630
2401,NY,Tompkins County Health Department,16072746674
2402,NY,Ulster County Health Department,18453403009
2403,NY,Warren County Health Services,15187616580
2404,NY,Washington County Public Health Department,15187462400
2405,NY,Wayne County Public Health Service,13159465749
2406,NY,Westchester County Health Department,19148647292
2407,NY,Wyoming County Health Department,15857868890
2408,NY,Yates County Public Health Department,131553651605195
2409,NC,Alamance County Health Department,13365135514
2410,NC,Albemarle Regional Health Services,12526826118
2411,NC,Alexander County Health Department,"182863297046,then1"
2412,NC,Anson County Health Department,17046945188
2413,NC,Appalachian District Health Department (AppHealthCare),18282644995
2414,NC,Beaufort County Health Department,12529461902
2415,NC,Bladen County Health Department,19108626900
2416,NC,Brunswick County Health Department,19102532250
2417,NC,Buncombe County Health Department,18282505211
2418,NC,Burke County Health Department,18287649160
2419,NC,Cabarrus Health Alliance,17049201000
2420,NC,Caldwell County Health Department,18284268400
2421,NC,Carteret County Health Department,12527288550
2422,NC,Caswell County Health Department,13366944129157
2423,NC,Catawba County Health Department,18286955801
2424,NC,Chatham County Public Health Department,19195428215
2425,NC,Cherokee County Health Department,18288377486
2426,NC,Clay County Health Department,18283898052
2427,NC,Cleveland County Health Department,17044845100
2428,NC,Columbus County Health Department,191064066157016
2429,NC,Craven County Health Department,12526364960
2430,NC,Cumberland County Health Department,19104333600
2431,NC,Dare County Health Department,12524755093
2432,NC,Davidson County Health Department,13362422349
2433,NC,Davie County Health Department,13367518700
2434,NC,Duplin County Health Department,19102962130
2435,NC,Durham County Health Department,19195607650
2436,NC,Edgecombe County Health Department,12526417531
2437,NC,Forsyth County Department of Public Health,13367033100
2438,NC,Franklin County Health Department,19194968110
2439,NC,Gaston County Department of Health and Human Services,17048535260
2440,NC,Graham County Health Department,18284797900
2441,NC,Granville Vance District Health Department,19196143447
2442,NC,Greene County Health Department,12527478183
2443,NC,Guilford County Department of Public Health,13366413288
2444,NC,Halifax County Department of Health,12525835021
2445,NC,Harnett County Health Department,19108937550
2446,NC,Haywood County Health Department,18284526675
2447,NC,Henderson County Department of Public Health,18286924223234
2448,NC,Hoke County Health Center,19108753717
2449,NC,Hyde County Health Department,12529264387
2450,NC,Iredell County Health Department,17048785300
2451,NC,Jackson County Department of Public Health,18285868994
2452,NC,Johnston County Health Department,19199895200
2453,NC,Jones County Health Department,12524489111
2454,NC,Lee County Health Department,191971846405388
2455,NC,Lenoir County Health Department,12525264200
2456,NC,Lincoln County Health Department,17047353001
2457,NC,Macon County Public Health Center,18283492081
2458,NC,Madison County Health Department,18286499078
2459,NC,Mecklenburg County Health Department,19803149020
2460,NC,Montgomery County Health Department,19105721393
2461,NC,Moore County Health Department,19109473300
2462,NC,Nash County Health Department,12524599819
2463,NC,New Hanover County Health Department,19107986500
2464,NC,Northampton County Health Department,12525345841
2465,NC,Onslow County Health Department,19109893983
2466,NC,Orange County Health Department,191924524112412
2467,NC,Pamlico County Health Department,12527455111
2468,NC,Pender County Health Department,19102591230
2469,NC,Person County Health Department,13365972204
2470,NC,Pitt County Public Health Center,12529022300
2471,NC,Polk County Health Department,18288948271
2472,NC,Randolph County Health Department,13363186217
2473,NC,Richmond County Health Department,19109978365
2474,NC,Robeson County Health Department,19106713404
2475,NC,Rockingham County Health Department,13363428143
2476,NC,Rowan County Health Department,17042168777
2477,NC,Sampson County Health Department,19105921131
2478,NC,Scotland County Health Department,19102772440
2479,NC,Stanly County Health Department,17049863000
2480,NC,Stokes Family Health Center,13365932400
2481,NC,Surry County Health and Nutrition Center,13364018411
2482,NC,Swain County Health Department,18284883198
2483,NC,Transylvania County Health Department,18288843135228
2484,NC,Union County Health Department,17042964800
2485,NC,Warren County Health Department,12522571185
2486,NC,Wayne County Health Department,19197311302
2487,NC,Wilkes County Health Department,13366517464
2488,NC,Wilson County Department of Pubic Health,125229154706276
2489,NC,Yadkin County Health Department,13366794203
2490,ND,Bismarck-Burleigh Public Health,17013551540
2491,ND,Cavalier County Health District,17012562402
2492,ND,Central Valley Health District,17012528130
2493,ND,City-County Health District,17018458542
2494,ND,Custer District Health Unit,17016673370
2495,ND,Dickey County Health District,17013494348
2496,ND,Emmons County Public Health,17012544027
2497,ND,Fargo/Cass Public Health,17012411360
2498,ND,First District Health Unit,17018521376
2499,ND,Foster County Community Health Department,17016523087
2500,ND,Grand Forks Public Health Department,17017878100
2501,ND,Kidder County District Health Unit,17014752582
2502,ND,LaMoure County Public Health Department,17018835356
2503,ND,Lake Region District Health Unit,17016627035
2504,ND,McIntosh District Health Unit,17012883957
2505,ND,Nelson-Griggs District Health Unit,17013225624
2506,ND,Pembina County Health Department,17012654248
2507,ND,Ransom County Public Health,17016836151
2508,ND,Richland County Health Department,17016427735
2509,ND,Rolette County Public Health District,17014775646
2510,ND,Sargent County District Health Unit,17017243725
2511,ND,Southwestern District Health Unit,17014830171
2512,ND,Steele County Public Health Department,17015242060
2513,ND,Towner County Public Health District,17019684353
2514,ND,Traill District Health Unit,17016364434
2515,ND,Upper Missouri District Health Unit,17017746400
2516,ND,Walsh County Health District,17013525139
2517,ND,Wells County District Health Unit,17015473756
2518,OH,Adams County Health District,19375445547
2519,OH,Allen County Health Department,14192284457
2520,OH,Alliance City Health Department,13308217373
2521,OH,Ashland County Health Department,14192824226
2522,OH,Ashtabula City Health District,14409927123
2523,OH,Ashtabula County Health District,14405766010
2524,OH,Athens County Health Department,17405924431
2525,OH,Auglaize County Health District,14197383410104
2526,OH,Belmont County Health Department,17406951202
2527,OH,Belpre City Health Department,17404237592
2528,OH,Brown County Health Department,19373786892
2529,OH,Butler County Health Department,15138631770
2530,OH,Cambridge-Guernsey County Health District,17404393577
2531,OH,Canton City Public Health,13304893231
2532,OH,Carroll County Health District,13306274866
2533,OH,Champaign County Health District,19374841605
2534,OH,Cincinnati Health Department,15133577280
2535,OH,City of Findlay Health District,14194247105
2536,OH,City of Girard Health District,13305456048
2537,OH,City of Hamilton Health Department,15137857080
2538,OH,Clark County Combined Health District,19373905600291
2539,OH,Clermont County General Health District,15137327499
2540,OH,Cleveland City Department of Public Health,12166642300
2541,OH,Clinton County Health District,19373827221
2542,OH,Columbiana County Health District,13304240272
2543,OH,Columbus Public Health,16146457417
2544,OH,Conneaut City Health District,14405933087
2545,OH,Coshocton City Health Department,17406221426
2546,OH,Coshocton County Health Department,17406221736112
2547,OH,Crawford County General Health District,14195625871
2548,OH,Cuyahoga County Board of Health,12162012001
2549,OH,Darke County Health District,19375484196
2550,OH,Defiance County General Health District,14197843818
2551,OH,Delaware General Health District,17403681700
2552,OH,District Board of Health Mahoning County,13302702855144
2553,OH,East Liverpool City Health District,13303857400
2554,OH,Erie County Health Department,14196265623
2555,OH,Fairfield County Health District,17406534489
2556,OH,Fayette County Health Department,17403355910
2557,OH,Franklin County Health District,16145254722
2558,OH,Fulton County Health Department,14193370915
2559,OH,Galion City Health Department,14194681075
2560,OH,Gallia County Health District,17404412018
2561,OH,Geauga County Health District,14402791900
2562,OH,Greene County Combined Health District,19373745630
2563,OH,Hamilton County General Health District,15139467800
2564,OH,Hancock County Health Department,14194247869
2565,OH,Harrison County Health Department,17409422616
2566,OH,Henry County Health Department,14195995545
2567,OH,Highland County Health District,19373931941
