"countyname","fipscounty","neighborname","fipsneighbor"
"Lauderdale County, MS","28075","Kemper County, MS","28069"
"Lauderdale County, MS","28075","Lauderdale County, MS","28075"
"Lauderdale County, MS","28075","Neshoba County, MS","28099"
"Lauderdale County, MS","28075","Newton County, MS","28101"
"Lawrence County, MS","28077","Copiah County, MS","28029"
"Lawrence County, MS","28077","Jefferson Davis County, MS","28065"
"Lawrence County, MS","28077","Lawrence County, MS","28077"
"Lawrence County, MS","28077","Lincoln County, MS","28085"
"Lawrence County, MS","28077","Marion County, MS","28091"
"Lawrence County, MS","28077","Simpson County, MS","28127"
"Lawrence County, MS","28077","Walthall County, MS","28147"
"Leake County, MS","28079","Attala County, MS","28007"
"Leake County, MS","28079","Leake County, MS","28079"
"Leake County, MS","28079","Madison County, MS","28089"
"Leake County, MS","28079","Neshoba County, MS","28099"
"Leake County, MS","28079","Newton County, MS","28101"
"Leake County, MS","28079","Scott County, MS","28123"
"Leake County, MS","28079","Winston County, MS","28159"
"Lee County, MS","28081","Chickasaw County, MS","28017"
"Lee County, MS","28081","Itawamba County, MS","28057"
"Lee County, MS","28081","Lee County, MS","28081"
"Lee County, MS","28081","Monroe County, MS","28095"
"Lee County, MS","28081","Pontotoc County, MS","28115"
"Lee County, MS","28081","Prentiss County, MS","28117"
"Lee County, MS","28081","Union County, MS","28145"
"Leflore County, MS","28083","Carroll County, MS","28015"
"Leflore County, MS","28083","Grenada County, MS","28043"
"Leflore County, MS","28083","Holmes County, MS","28051"
"Leflore County, MS","28083","Humphreys County, MS","28053"
"Leflore County, MS","28083","Leflore County, MS","28083"
"Leflore County, MS","28083","Sunflower County, MS","28133"
"Leflore County, MS","28083","Tallahatchie County, MS","28135"
"Lincoln County, MS","28085","Amite County, MS","28005"
"Lincoln County, MS","28085","Copiah County, MS","28029"
"Lincoln County, MS","28085","Franklin County, MS","28037"
"Lincoln County, MS","28085","Jefferson County, MS","28063"
"Lincoln County, MS","28085","Lawrence County, MS","28077"
"Lincoln County, MS","28085","Lincoln County, MS","28085"
"Lincoln County, MS","28085","Pike County, MS","28113"
"Lincoln County, MS","28085","Walthall County, MS","28147"
"Lowndes County, MS","28087","Lamar County, AL","01075"
"Lowndes County, MS","28087","Pickens County, AL","01107"
"Lowndes County, MS","28087","Clay County, MS","28025"
"Lowndes County, MS","28087","Lowndes County, MS","28087"
"Lowndes County, MS","28087","Monroe County, MS","28095"
"Lowndes County, MS","28087","Noxubee County, MS","28103"
"Lowndes County, MS","28087","Oktibbeha County, MS","28105"
"Madison County, MS","28089","Attala County, MS","28007"
"Madison County, MS","28089","Hinds County, MS","28049"
"Madison County, MS","28089","Holmes County, MS","28051"
"Madison County, MS","28089","Leake County, MS","28079"
"Madison County, MS","28089","Madison County, MS","28089"
"Madison County, MS","28089","Rankin County, MS","28121"
"Madison County, MS","28089","Scott County, MS","28123"
"Madison County, MS","28089","Yazoo County, MS","28163"
"Marion County, MS","28091","Washington Parish, LA","22117"
"Marion County, MS","28091","Jefferson Davis County, MS","28065"
"Marion County, MS","28091","Lamar County, MS","28073"
"Marion County, MS","28091","Lawrence County, MS","28077"
"Marion County, MS","28091","Marion County, MS","28091"
"Marion County, MS","28091","Pearl River County, MS","28109"
"Marion County, MS","28091","Walthall County, MS","28147"
"Marshall County, MS","28093","Benton County, MS","28009"
"Marshall County, MS","28093","DeSoto County, MS","28033"
"Marshall County, MS","28093","Lafayette County, MS","28071"
"Marshall County, MS","28093","Marshall County, MS","28093"
"Marshall County, MS","28093","Tate County, MS","28137"
"Marshall County, MS","28093","Union County, MS","28145"
"Marshall County, MS","28093","Fayette County, TN","47047"
"Marshall County, MS","28093","Shelby County, TN","47157"
"Monroe County, MS","28095","Lamar County, AL","01075"
"Monroe County, MS","28095","Marion County, AL","01093"
"Monroe County, MS","28095","Chickasaw County, MS","28017"
"Monroe County, MS","28095","Clay County, MS","28025"
"Monroe County, MS","28095","Itawamba County, MS","28057"
"Monroe County, MS","28095","Lee County, MS","28081"
"Monroe County, MS","28095","Lowndes County, MS","28087"
"Monroe County, MS","28095","Monroe County, MS","28095"
"Montgomery County, MS","28097","Attala County, MS","28007"
"Montgomery County, MS","28097","Carroll County, MS","28015"
"Montgomery County, MS","28097","Choctaw County, MS","28019"
"Montgomery County, MS","28097","Grenada County, MS","28043"
"Montgomery County, MS","28097","Montgomery County, MS","28097"
"Montgomery County, MS","28097","Webster County, MS","28155"
"Neshoba County, MS","28099","Attala County, MS","28007"
"Neshoba County, MS","28099","Kemper County, MS","28069"
"Neshoba County, MS","28099","Lauderdale County, MS","28075"
"Neshoba County, MS","28099","Leake County, MS","28079"
"Neshoba County, MS","28099","Neshoba County, MS","28099"
"Neshoba County, MS","28099","Newton County, MS","28101"
"Neshoba County, MS","28099","Winston County, MS","28159"
"Newton County, MS","28101","Clarke County, MS","28023"
"Newton County, MS","28101","Jasper County, MS","28061"
"Newton County, MS","28101","Kemper County, MS","28069"
"Newton County, MS","28101","Lauderdale County, MS","28075"
"Newton County, MS","28101","Leake County, MS","28079"
"Newton County, MS","28101","Neshoba County, MS","28099"
"Newton County, MS","28101","Newton County, MS","28101"
"Newton County, MS","28101","Scott County, MS","28123"
"Newton County, MS","28101","Smith County, MS","28129"
"Noxubee County, MS","28103","Pickens County, AL","01107"
"Noxubee County, MS","28103","Sumter County, AL","01119"
"Noxubee County, MS","28103","Kemper County, MS","28069"
"Noxubee County, MS","28103","Lowndes County, MS","28087"
"Noxubee County, MS","28103","Noxubee County, MS","28103"
"Noxubee County, MS","28103","Oktibbeha County, MS","28105"
"Noxubee County, MS","28103","Winston County, MS","28159"
"Oktibbeha County, MS","28105","Choctaw County, MS","28019"
"Oktibbeha County, MS","28105","Clay County, MS","28025"
"Oktibbeha County, MS","28105","Lowndes County, MS","28087"
"Oktibbeha County, MS","28105","Noxubee County, MS","28103"
"Oktibbeha County, MS","28105","Oktibbeha County, MS","28105"
"Oktibbeha County, MS","28105","Webster County, MS","28155"
"Oktibbeha County, MS","28105","Winston County, MS","28159"
"Panola County, MS","28107","Lafayette County, MS","28071"
"Panola County, MS","28107","Panola County, MS","28107"
"Panola County, MS","28107","Quitman County, MS","28119"
"Panola County, MS","28107","Tallahatchie County, MS","28135"
"Panola County, MS","28107","Tate County, MS","28137"
"Panola County, MS","28107","Tunica County, MS","28143"
"Panola County, MS","28107","Yalobusha County, MS","28161"
"Pearl River County, MS","28109","St. Tammany Parish, LA","22103"
"Pearl River County, MS","28109","Washington Parish, LA","22117"
"Pearl River County, MS","28109","Forrest County, MS","28035"
"Pearl River County, MS","28109","Hancock County, MS","28045"
"Pearl River County, MS","28109","Harrison County, MS","28047"
"Pearl River County, MS","28109","Lamar County, MS","28073"
"Pearl River County, MS","28109","Marion County, MS","28091"
"Pearl River County, MS","28109","Pearl River County, MS","28109"
"Pearl River County, MS","28109","Stone County, MS","28131"
"Perry County, MS","28111","Forrest County, MS","28035"
"Perry County, MS","28111","George County, MS","28039"
"Perry County, MS","28111","Greene County, MS","28041"
"Perry County, MS","28111","Jones County, MS","28067"
"Perry County, MS","28111","Perry County, MS","28111"
"Perry County, MS","28111","Stone County, MS","28131"
"Perry County, MS","28111","Wayne County, MS","28153"
"Pike County, MS","28113","Tangipahoa Parish, LA","22105"
"Pike County, MS","28113","Washington Parish, LA","22117"
"Pike County, MS","28113","Amite County, MS","28005"
"Pike County, MS","28113","Lincoln County, MS","28085"
"Pike County, MS","28113","Pike County, MS","28113"
"Pike County, MS","28113","Walthall County, MS","28147"
"Pontotoc County, MS","28115","Calhoun County, MS","28013"
"Pontotoc County, MS","28115","Chickasaw County, MS","28017"
"Pontotoc County, MS","28115","Lafayette County, MS","28071"
"Pontotoc County, MS","28115","Lee County, MS","28081"
"Pontotoc County, MS","28115","Pontotoc County, MS","28115"
"Pontotoc County, MS","28115","Union County, MS","28145"
"Prentiss County, MS","28117","Alcorn County, MS","28003"
"Prentiss County, MS","28117","Itawamba County, MS","28057"
"Prentiss County, MS","28117","Lee County, MS","28081"
"Prentiss County, MS","28117","Prentiss County, MS","28117"
"Prentiss County, MS","28117","Tippah County, MS","28139"
"Prentiss County, MS","28117","Tishomingo County, MS","28141"
"Prentiss County, MS","28117","Union County, MS","28145"
"Quitman County, MS","28119","Coahoma County, MS","28027"
"Quitman County, MS","28119","Panola County, MS","28107"
"Quitman County, MS","28119","Quitman County, MS","28119"
"Quitman County, MS","28119","Tallahatchie County, MS","28135"
"Quitman County, MS","28119","Tunica County, MS","28143"
"Rankin County, MS","28121","Copiah County, MS","28029"
"Rankin County, MS","28121","Hinds County, MS","28049"
"Rankin County, MS","28121","Madison County, MS","28089"
"Rankin County, MS","28121","Rankin County, MS","28121"
"Rankin County, MS","28121","Scott County, MS","28123"
"Rankin County, MS","28121","Simpson County, MS","28127"
"Rankin County, MS","28121","Smith County, MS","28129"
"Scott County, MS","28123","Jasper County, MS","28061"
"Scott County, MS","28123","Leake County, MS","28079"
"Scott County, MS","28123","Madison County, MS","28089"
"Scott County, MS","28123","Newton County, MS","28101"
"Scott County, MS","28123","Rankin County, MS","28121"
"Scott County, MS","28123","Scott County, MS","28123"
"Scott County, MS","28123","Smith County, MS","28129"
"Sharkey County, MS","28125","Humphreys County, MS","28053"
"Sharkey County, MS","28125","Issaquena County, MS","28055"
"Sharkey County, MS","28125","Sharkey County, MS","28125"
"Sharkey County, MS","28125","Washington County, MS","28151"
"Sharkey County, MS","28125","Yazoo County, MS","28163"
"Simpson County, MS","28127","Copiah County, MS","28029"
"Simpson County, MS","28127","Covington County, MS","28031"
"Simpson County, MS","28127","Hinds County, MS","28049"
"Simpson County, MS","28127","Jefferson Davis County, MS","28065"
"Simpson County, MS","28127","Lawrence County, MS","28077"
"Simpson County, MS","28127","Rankin County, MS","28121"
"Simpson County, MS","28127","Simpson County, MS","28127"
"Simpson County, MS","28127","Smith County, MS","28129"
"Smith County, MS","28129","Covington County, MS","28031"
"Smith County, MS","28129","Jasper County, MS","28061"
"Smith County, MS","28129","Jones County, MS","28067"
"Smith County, MS","28129","Newton County, MS","28101"
"Smith County, MS","28129","Rankin County, MS","28121"
"Smith County, MS","28129","Scott County, MS","28123"
"Smith County, MS","28129","Simpson County, MS","28127"
"Smith County, MS","28129","Smith County, MS","28129"
"Stone County, MS","28131","Forrest County, MS","28035"
"Stone County, MS","28131","George County, MS","28039"
"Stone County, MS","28131","Hancock County, MS","28045"
"Stone County, MS","28131","Harrison County, MS","28047"
"Stone County, MS","28131","Jackson County, MS","28059"
"Stone County, MS","28131","Pearl River County, MS","28109"
"Stone County, MS","28131","Perry County, MS","28111"
"Stone County, MS","28131","Stone County, MS","28131"
"Sunflower County, MS","28133","Bolivar County, MS","28011"
"Sunflower County, MS","28133","Coahoma County, MS","28027"
"Sunflower County, MS","28133","Humphreys County, MS","28053"
"Sunflower County, MS","28133","Leflore County, MS","28083"
"Sunflower County, MS","28133","Sunflower County, MS","28133"
"Sunflower County, MS","28133","Tallahatchie County, MS","28135"
"Sunflower County, MS","28133","Washington County, MS","28151"
"Tallahatchie County, MS","28135","Coahoma County, MS","28027"
"Tallahatchie County, MS","28135","Grenada County, MS","28043"
"Tallahatchie County, MS","28135","Leflore County, MS","28083"
"Tallahatchie County, MS","28135","Panola County, MS","28107"
"Tallahatchie County, MS","28135","Quitman County, MS","28119"
"Tallahatchie County, MS","28135","Sunflower County, MS","28133"
"Tallahatchie County, MS","28135","Tallahatchie County, MS","28135"
"Tallahatchie County, MS","28135","Yalobusha County, MS","28161"
"Tate County, MS","28137","DeSoto County, MS","28033"
"Tate County, MS","28137","Lafayette County, MS","28071"
"Tate County, MS","28137","Marshall County, MS","28093"
"Tate County, MS","28137","Panola County, MS","28107"
"Tate County, MS","28137","Tate County, MS","28137"
"Tate County, MS","28137","Tunica County, MS","28143"
"Tippah County, MS","28139","Alcorn County, MS","28003"
"Tippah County, MS","28139","Benton County, MS","28009"
"Tippah County, MS","28139","Prentiss County, MS","28117"
"Tippah County, MS","28139","Tippah County, MS","28139"
"Tippah County, MS","28139","Union County, MS","28145"
"Tippah County, MS","28139","Hardeman County, TN","47069"
"Tishomingo County, MS","28141","Colbert County, AL","01033"
"Tishomingo County, MS","28141","Franklin County, AL","01059"
"Tishomingo County, MS","28141","Lauderdale County, AL","01077"
"Tishomingo County, MS","28141","Alcorn County, MS","28003"
"Tishomingo County, MS","28141","Itawamba County, MS","28057"
"Tishomingo County, MS","28141","Prentiss County, MS","28117"
"Tishomingo County, MS","28141","Tishomingo County, MS","28141"
"Tishomingo County, MS","28141","Hardin County, TN","47071"
"Tunica County, MS","28143","Crittenden County, AR","05035"
"Tunica County, MS","28143","Lee County, AR","05077"
"Tunica County, MS","28143","Phillips County, AR","05107"
"Tunica County, MS","28143","Coahoma County, MS","28027"
"Tunica County, MS","28143","DeSoto County, MS","28033"
"Tunica County, MS","28143","Panola County, MS","28107"
